Time Scale; Number of Packets; Total data (b); 
189.000000; 3000; 2239151; 
190.000000; 2040; 1531421; 
191.000000; 1800; 1349852; 
192.000000; 3000; 2249826; 
193.000000; 3000; 2240109; 
194.000000; 3000; 2252753; 
195.000000; 3000; 2254350; 
196.000000; 3000; 2268353; 
197.000000; 3000; 2251912; 
198.000000; 3000; 2229965; 
199.000000; 2880; 2151349; 
200.000000; 1800; 1356210; 
201.000000; 1800; 1345123; 
202.000000; 2639; 1979818; 
203.000000; 3000; 2250658; 
204.000000; 3000; 2246249; 
205.000000; 3000; 2244203; 
206.000000; 3000; 2252121; 
207.000000; 3000; 2242921; 
208.000000; 3000; 2245732; 
209.000000; 2400; 1800128; 
210.000000; 1800; 1350511; 
211.000000; 1800; 1341430; 
212.000000; 3000; 2236354; 
213.000000; 3000; 2246947; 
214.000000; 3000; 2252213; 
215.000000; 3000; 2241042; 
216.000000; 3000; 2254476; 
217.000000; 3000; 2251329; 
218.000000; 3000; 2247018; 
219.000000; 2760; 2059480; 
220.000000; 2400; 1796383; 
221.000000; 1800; 1345522; 
222.000000; 3000; 2243771; 
223.000000; 3000; 2247094; 
224.000000; 3000; 2256093; 
225.000000; 3000; 2241963; 
226.000000; 3000; 2247758; 
227.000000; 3000; 2252196; 
228.000000; 3000; 2232083; 
229.000000; 3000; 2243493; 
230.000000; 1920; 1432907; 
231.000000; 1800; 1342792; 
232.000000; 3000; 2245279; 
233.000000; 3000; 2257424; 
234.000000; 3000; 2249554; 
235.000000; 3000; 2240532; 
236.000000; 3000; 2240049; 
237.000000; 3000; 2243107; 
238.000000; 3000; 2241542; 
239.000000; 2760; 2078055; 
240.000000; 1800; 1352029; 
241.000000; 1800; 1354377; 
242.000000; 3000; 2244637; 
243.000000; 3000; 2265359; 
244.000000; 3000; 2267476; 
245.000000; 3000; 2244557; 
246.000000; 3000; 2244613; 
247.000000; 3000; 2254838; 
248.000000; 3000; 2250997; 
249.000000; 3000; 2244450; 
250.000000; 1920; 1446759; 
251.000000; 1800; 1341005; 
252.000000; 3000; 2245730; 
253.000000; 3000; 2249263; 
254.000000; 3000; 2237528; 
255.000000; 3000; 2250626; 
256.000000; 3000; 2253112; 
257.000000; 3000; 2256729; 
258.000000; 3000; 2242682; 
259.000000; 2760; 2074270; 
260.000000; 2159; 1615622; 
261.000000; 1800; 1344970; 
262.000000; 2880; 2152048; 
263.000000; 3000; 2257235; 
264.000000; 3000; 2251492; 
265.000000; 3000; 2243479; 
266.000000; 3000; 2245637; 
267.000000; 3000; 2250113; 
268.000000; 3000; 2230987; 
269.000000; 2880; 2172012; 
270.000000; 2040; 1518389; 
271.000000; 1800; 1338082; 
272.000000; 3000; 2231828; 
273.000000; 3000; 2255617; 
274.000000; 3000; 2260308; 
275.000000; 3000; 2240081; 
276.000000; 3000; 2246210; 
277.000000; 3000; 2259340; 
278.000000; 3000; 2262163; 
279.000000; 2760; 2081833; 
280.000000; 1920; 1434233; 
281.000000; 1800; 1338160; 
282.000000; 2519; 1883152; 
283.000000; 3000; 2250971; 
284.000000; 3000; 2245501; 
285.000000; 3000; 2239851; 
286.000000; 3000; 2252362; 
287.000000; 3000; 2266381; 
288.000000; 3000; 2254565; 
289.000000; 2519; 1892683; 
290.000000; 1920; 1431847; 
291.000000; 1800; 1339739; 
292.000000; 3000; 2253936; 
293.000000; 3000; 2242581; 
294.000000; 3000; 2257978; 
295.000000; 3000; 2245413; 
296.000000; 3000; 2255008; 
297.000000; 3000; 2261008; 
298.000000; 3000; 2259103; 
299.000000; 3000; 2239195; 
300.000000; 1800; 1348381; 
301.000000; 1800; 1349826; 
302.000000; 3000; 2234080; 
303.000000; 3000; 2261990; 
304.000000; 3000; 2232031; 
305.000000; 3000; 2241009; 
306.000000; 3000; 2241130; 
307.000000; 3000; 2247324; 
308.000000; 3000; 2262611; 
309.000000; 2760; 2068541; 
310.000000; 1800; 1341909; 
311.000000; 1800; 1352444; 
312.000000; 3000; 2254167; 
313.000000; 3000; 2244674; 
314.000000; 3000; 2249168; 
315.000000; 3000; 2251013; 
316.000000; 3000; 2240685; 
317.000000; 3000; 2240243; 
318.000000; 3000; 2254376; 
319.000000; 2639; 1971073; 
320.000000; 2159; 1613426; 
321.000000; 1800; 1354250; 
322.000000; 3000; 2267114; 
323.000000; 3000; 2255295; 
324.000000; 3000; 2255694; 
325.000000; 3000; 2242379; 
326.000000; 3000; 2245389; 
327.000000; 3000; 2254332; 
328.000000; 3000; 2232575; 
329.000000; 2880; 2144818; 
330.000000; 1800; 1350190; 
331.000000; 1800; 1349253; 
332.000000; 3000; 2247505; 
333.000000; 3000; 2254763; 
334.000000; 3000; 2248886; 
335.000000; 3000; 2241071; 
336.000000; 3000; 2252936; 
337.000000; 3000; 2257653; 
338.000000; 3000; 2262159; 
339.000000; 3000; 2242002; 
340.000000; 2040; 1525325; 
341.000000; 1800; 1346386; 
342.000000; 2760; 2068721; 
343.000000; 3000; 2241162; 
344.000000; 3000; 2246155; 
345.000000; 3000; 2245579; 
346.000000; 3000; 2253836; 
347.000000; 3000; 2245172; 
348.000000; 3000; 2261213; 
349.000000; 2519; 1878659; 
350.000000; 1800; 1356598; 
351.000000; 1800; 1346756; 
352.000000; 3000; 2238228; 
353.000000; 3000; 2242969; 
354.000000; 3000; 2240853; 
355.000000; 3000; 2237267; 
356.000000; 3000; 2258478; 
357.000000; 3000; 2243226; 
358.000000; 3000; 2247510; 
359.000000; 3000; 2250690; 
360.000000; 1920; 1435972; 
361.000000; 1800; 1347946; 
362.000000; 3000; 2240855; 
363.000000; 3000; 2250023; 
364.000000; 3000; 2251777; 
365.000000; 3000; 2239114; 
366.000000; 3000; 2260622; 
367.000000; 3000; 2245870; 
368.000000; 3000; 2260230; 
369.000000; 3000; 2247462; 
370.000000; 1920; 1447922; 
371.000000; 1800; 1362476; 
372.000000; 2519; 1887641; 
373.000000; 3000; 2243172; 
374.000000; 3000; 2240561; 
375.000000; 3000; 2242704; 
376.000000; 3000; 2250034; 
377.000000; 3000; 2255914; 
378.000000; 3000; 2245143; 
379.000000; 2280; 1714019; 
380.000000; 1920; 1450719; 
381.000000; 1800; 1349426; 
382.000000; 3000; 2265829; 
383.000000; 3000; 2239848; 
384.000000; 3000; 2253356; 
385.000000; 3000; 2248350; 
386.000000; 3000; 2248676; 
387.000000; 3000; 2241717; 
388.000000; 3000; 2234887; 
389.000000; 2760; 2067994; 
390.000000; 1800; 1347676; 
391.000000; 1800; 1350761; 
392.000000; 2639; 1993537; 
393.000000; 3000; 2251686; 
394.000000; 3000; 2257435; 
395.000000; 3000; 2258525; 
396.000000; 3000; 2245591; 
397.000000; 3000; 2241729; 
398.000000; 3000; 2241936; 
399.000000; 2519; 1892724; 
400.000000; 1920; 1438970; 
401.000000; 1800; 1350144; 
402.000000; 2760; 2067945; 
403.000000; 3000; 2233068; 
404.000000; 3000; 2254325; 
405.000000; 3000; 2247964; 
406.000000; 3000; 2264101; 
407.000000; 3000; 2240281; 
408.000000; 3000; 2247528; 
409.000000; 2519; 1888617; 
410.000000; 1920; 1442789; 
411.000000; 1800; 1355394; 
412.000000; 3000; 2236073; 
413.000000; 3000; 2242824; 
414.000000; 3000; 2245179; 
415.000000; 3000; 2246237; 
416.000000; 3000; 2241106; 
417.000000; 3000; 2249475; 
418.000000; 3000; 2248633; 
419.000000; 3000; 2238995; 
420.000000; 1920; 1434493; 
421.000000; 1800; 1354716; 
422.000000; 3000; 2236753; 
423.000000; 3000; 2236941; 
424.000000; 3000; 2245016; 
425.000000; 3000; 2241553; 
426.000000; 3000; 2250870; 
427.000000; 3000; 2248106; 
428.000000; 3000; 2248796; 
429.000000; 3000; 2251547; 
430.000000; 2040; 1526028; 
431.000000; 1800; 1336386; 
432.000000; 3000; 2241423; 
433.000000; 3000; 2257243; 
434.000000; 3000; 2262126; 
435.000000; 3000; 2252469; 
436.000000; 3000; 2246853; 
437.000000; 3000; 2252213; 
438.000000; 3000; 2248050; 
439.000000; 3000; 2251524; 
440.000000; 1920; 1442200; 
441.000000; 1800; 1348241; 
442.000000; 3000; 2249817; 
443.000000; 3000; 2251459; 
444.000000; 3000; 2244373; 
445.000000; 3000; 2252637; 
446.000000; 3000; 2251317; 
447.000000; 3000; 2244409; 
448.000000; 3000; 2247873; 
449.000000; 3000; 2243708; 
450.000000; 1920; 1434126; 
451.000000; 1800; 1357054; 
452.000000; 3000; 2250348; 
453.000000; 3000; 2256575; 
454.000000; 3000; 2263831; 
455.000000; 3000; 2264531; 
456.000000; 3000; 2263502; 
457.000000; 3000; 2265700; 
458.000000; 3000; 2235508; 
459.000000; 3000; 2249790; 
460.000000; 2040; 1532075; 
461.000000; 1800; 1353879; 
462.000000; 3000; 2245661; 
463.000000; 3000; 2244673; 
464.000000; 3000; 2247035; 
465.000000; 3000; 2245906; 
466.000000; 3000; 2242979; 
467.000000; 3000; 2266092; 
468.000000; 3000; 2235033; 
469.000000; 3000; 2250892; 
470.000000; 1920; 1442103; 
471.000000; 1800; 1348660; 
472.000000; 3000; 2251382; 
473.000000; 3000; 2244510; 
474.000000; 3000; 2270477; 
475.000000; 3000; 2244055; 
476.000000; 3000; 2246267; 
477.000000; 3000; 2240119; 
478.000000; 3000; 2236012; 
479.000000; 2760; 2079012; 
480.000000; 1800; 1353023; 
481.000000; 1800; 1351192; 
482.000000; 3000; 2255546; 
483.000000; 3000; 2246034; 
484.000000; 3000; 2244360; 
485.000000; 3000; 2247066; 
486.000000; 3000; 2242179; 
487.000000; 3000; 2243846; 
488.000000; 3000; 2239509; 
489.000000; 2880; 2149395; 
490.000000; 2159; 1613265; 
491.000000; 1800; 1354298; 
492.000000; 3000; 2256818; 
493.000000; 3000; 2239171; 
494.000000; 3000; 2248104; 
495.000000; 3000; 2246885; 
496.000000; 3000; 2260318; 
497.000000; 3000; 2252561; 
498.000000; 3000; 2243335; 
499.000000; 2519; 1885674; 
500.000000; 1800; 1352064; 
501.000000; 1800; 1344944; 
502.000000; 2760; 2064549; 
503.000000; 3000; 2258752; 
504.000000; 3000; 2252615; 
505.000000; 3000; 2244625; 
506.000000; 3000; 2257284; 
507.000000; 3000; 2229496; 
508.000000; 3000; 2258591; 
509.000000; 2760; 2057043; 
510.000000; 1920; 1439987; 
511.000000; 1800; 1351717; 
512.000000; 3000; 2261310; 
513.000000; 3000; 2253512; 
514.000000; 3000; 2248348; 
515.000000; 3000; 2252161; 
516.000000; 3000; 2247465; 
517.000000; 3000; 2241350; 
518.000000; 3000; 2247740; 
519.000000; 2760; 2073506; 
520.000000; 1920; 1431053; 
521.000000; 1800; 1352922; 
522.000000; 3000; 2253514; 
523.000000; 3000; 2259398; 
524.000000; 3000; 2264105; 
525.000000; 3000; 2242628; 
526.000000; 3000; 2225527; 
527.000000; 3000; 2251999; 
528.000000; 3000; 2245157; 
529.000000; 2880; 2163378; 
530.000000; 2159; 1623436; 
531.000000; 1800; 1350029; 
532.000000; 3000; 2256541; 
533.000000; 3000; 2259825; 
534.000000; 3000; 2249838; 
535.000000; 3000; 2240556; 
536.000000; 3000; 2244936; 
537.000000; 3000; 2245375; 
538.000000; 3000; 2247560; 
539.000000; 2760; 2080063; 
540.000000; 2040; 1531935; 
541.000000; 1800; 1345697; 
542.000000; 2760; 2075428; 
543.000000; 3000; 2246961; 
544.000000; 3000; 2249774; 
545.000000; 3000; 2242706; 
546.000000; 3000; 2247447; 
547.000000; 3000; 2252853; 
548.000000; 3000; 2240898; 
549.000000; 2280; 1719545; 
550.000000; 1800; 1342336; 
551.000000; 1800; 1347647; 
552.000000; 3000; 2238901; 
553.000000; 3000; 2243812; 
554.000000; 3000; 2235172; 
555.000000; 3000; 2253145; 
556.000000; 3000; 2246656; 
557.000000; 3000; 2261802; 
558.000000; 3000; 2238734; 
559.000000; 2880; 2161680; 
560.000000; 2040; 1528254; 
561.000000; 1800; 1356191; 
562.000000; 3000; 2261853; 
563.000000; 3000; 2240500; 
564.000000; 3000; 2251642; 
565.000000; 3000; 2245337; 
566.000000; 3000; 2243552; 
567.000000; 3000; 2259157; 
568.000000; 3000; 2248652; 
569.000000; 2519; 1882080; 
570.000000; 1920; 1443530; 
571.000000; 1800; 1346062; 
572.000000; 3000; 2253157; 
573.000000; 3000; 2250240; 
574.000000; 3000; 2247966; 
575.000000; 3000; 2248077; 
576.000000; 3000; 2235784; 
577.000000; 3000; 2247368; 
578.000000; 3000; 2251839; 
579.000000; 3000; 2248348; 
580.000000; 1920; 1433804; 
581.000000; 1800; 1350189; 
582.000000; 3000; 2246086; 
583.000000; 3000; 2249275; 
584.000000; 3000; 2270287; 
585.000000; 3000; 2253278; 
586.000000; 3000; 2252347; 
587.000000; 3000; 2258747; 
588.000000; 3000; 2243351; 
589.000000; 3000; 2241877; 
590.000000; 1920; 1436753; 
591.000000; 1800; 1356046; 
592.000000; 3000; 2252950; 
593.000000; 3000; 2238940; 
594.000000; 3000; 2245440; 
595.000000; 3000; 2244235; 
596.000000; 3000; 2261379; 
597.000000; 3000; 2251063; 
598.000000; 3000; 2234181; 
599.000000; 2760; 2072080; 
600.000000; 2040; 1528359; 
601.000000; 1800; 1358803; 
602.000000; 3000; 2247000; 
603.000000; 3000; 2245132; 
604.000000; 3000; 2260090; 
605.000000; 3000; 2252260; 
606.000000; 3000; 2256441; 
607.000000; 3000; 2236248; 
608.000000; 3000; 2250557; 
609.000000; 2639; 1991871; 
610.000000; 2040; 1530811; 
611.000000; 1800; 1349131; 
612.000000; 3000; 2258283; 
613.000000; 3000; 2245367; 
614.000000; 3000; 2253714; 
615.000000; 3000; 2259802; 
616.000000; 3000; 2251688; 
617.000000; 3000; 2251602; 
618.000000; 3000; 2248337; 
619.000000; 3000; 2250259; 
620.000000; 2040; 1521488; 
621.000000; 1800; 1358099; 
622.000000; 3000; 2250301; 
623.000000; 3000; 2250767; 
624.000000; 3000; 2240550; 
625.000000; 3000; 2248546; 
626.000000; 3000; 2234975; 
627.000000; 3000; 2245512; 
628.000000; 3000; 2242936; 
629.000000; 2400; 1785578; 
630.000000; 2040; 1536145; 
631.000000; 1800; 1363053; 
632.000000; 3000; 2228935; 
633.000000; 3000; 2247919; 
634.000000; 3000; 2255406; 
635.000000; 3000; 2249907; 
636.000000; 3000; 2256760; 
637.000000; 3000; 2249622; 
638.000000; 3000; 2247955; 
639.000000; 3000; 2247151; 
640.000000; 1920; 1439728; 
641.000000; 1800; 1342650; 
642.000000; 3000; 2235961; 
643.000000; 3000; 2260981; 
644.000000; 3000; 2256634; 
645.000000; 3000; 2242042; 
646.000000; 3000; 2245298; 
647.000000; 3000; 2244259; 
648.000000; 3000; 2249054; 
649.000000; 3000; 2237824; 
650.000000; 1800; 1352765; 
651.000000; 1800; 1354178; 
652.000000; 3000; 2260086; 
653.000000; 3000; 2240681; 
654.000000; 3000; 2254189; 
655.000000; 3000; 2240756; 
656.000000; 3000; 2247613; 
657.000000; 3000; 2248111; 
658.000000; 3000; 2248167; 
659.000000; 2639; 1981839; 
660.000000; 2040; 1533275; 
661.000000; 1800; 1349170; 
662.000000; 3000; 2252833; 
663.000000; 3000; 2260402; 
664.000000; 3000; 2254056; 
665.000000; 3000; 2252073; 
666.000000; 3000; 2239117; 
667.000000; 3000; 2234432; 
668.000000; 3000; 2233504; 
669.000000; 3000; 2253378; 
670.000000; 1800; 1349745; 
671.000000; 1800; 1347798; 
672.000000; 3000; 2251171; 
673.000000; 3000; 2251208; 
674.000000; 3000; 2246579; 
675.000000; 3000; 2254291; 
676.000000; 3000; 2245459; 
677.000000; 3000; 2232594; 
678.000000; 3000; 2246320; 
679.000000; 2639; 1978950; 
680.000000; 1800; 1345455; 
681.000000; 1800; 1354114; 
682.000000; 3000; 2245222; 
683.000000; 3000; 2247917; 
684.000000; 3000; 2252499; 
685.000000; 3000; 2260005; 
686.000000; 3000; 2247468; 
687.000000; 3000; 2239062; 
688.000000; 3000; 2240181; 
689.000000; 3000; 2249233; 
690.000000; 2159; 1613731; 
691.000000; 1800; 1359425; 
692.000000; 3000; 2242087; 
693.000000; 3000; 2253141; 
694.000000; 3000; 2236079; 
695.000000; 3000; 2243412; 
696.000000; 3000; 2249295; 
697.000000; 3000; 2241720; 
698.000000; 3000; 2240070; 
699.000000; 3000; 2246289; 
700.000000; 1800; 1348945; 
701.000000; 1800; 1350948; 
702.000000; 3000; 2231088; 
703.000000; 3000; 2258275; 
704.000000; 3000; 2249050; 
705.000000; 3000; 2234810; 
706.000000; 3000; 2251423; 
707.000000; 3000; 2253905; 
708.000000; 3000; 2249646; 
709.000000; 3000; 2255254; 
710.000000; 2040; 1540274; 
711.000000; 1800; 1351024; 
712.000000; 3000; 2256613; 
713.000000; 3000; 2255516; 
714.000000; 3000; 2253414; 
715.000000; 3000; 2246633; 
716.000000; 3000; 2248793; 
717.000000; 3000; 2246757; 
718.000000; 3000; 2243343; 
719.000000; 2760; 2059597; 
720.000000; 1920; 1454690; 
721.000000; 1800; 1344948; 
722.000000; 3000; 2255978; 
723.000000; 3000; 2259179; 
724.000000; 3000; 2264141; 
725.000000; 3000; 2254108; 
726.000000; 3000; 2240637; 
727.000000; 3000; 2237443; 
728.000000; 3000; 2239305; 
729.000000; 3000; 2247303; 
730.000000; 2159; 1612301; 
731.000000; 1800; 1346574; 
732.000000; 3000; 2243602; 
733.000000; 3000; 2237776; 
734.000000; 3000; 2255104; 
735.000000; 3000; 2253521; 
736.000000; 3000; 2248969; 
737.000000; 3000; 2257094; 
738.000000; 3000; 2237385; 
739.000000; 3000; 2251765; 
740.000000; 1920; 1434916; 
741.000000; 1800; 1354232; 
742.000000; 3000; 2257642; 
743.000000; 3000; 2240153; 
744.000000; 3000; 2253551; 
745.000000; 3000; 2240118; 
746.000000; 3000; 2246372; 
747.000000; 3000; 2260191; 
748.000000; 3000; 2246203; 
749.000000; 3000; 2229944; 
750.000000; 1800; 1354995; 
751.000000; 1800; 1358190; 
752.000000; 3000; 2247795; 
753.000000; 3000; 2248571; 
754.000000; 3000; 2259364; 
755.000000; 3000; 2245902; 
756.000000; 3000; 2247731; 
757.000000; 3000; 2249055; 
758.000000; 3000; 2244207; 
759.000000; 2760; 2059498; 
760.000000; 2040; 1530027; 
761.000000; 1800; 1346774; 
762.000000; 3000; 2247935; 
763.000000; 3000; 2237369; 
764.000000; 3000; 2255836; 
765.000000; 3000; 2237056; 
766.000000; 3000; 2237512; 
767.000000; 3000; 2246528; 
768.000000; 3000; 2254903; 
769.000000; 2760; 2071487; 
770.000000; 1920; 1440721; 
771.000000; 1800; 1354602; 
772.000000; 2639; 1976747; 
773.000000; 3000; 2244333; 
774.000000; 3000; 2246690; 
775.000000; 3000; 2252832; 
776.000000; 3000; 2249116; 
777.000000; 3000; 2233450; 
778.000000; 3000; 2250452; 
779.000000; 2400; 1791508; 
780.000000; 1920; 1445781; 
781.000000; 1800; 1352251; 
782.000000; 3000; 2260219; 
783.000000; 3000; 2254646; 
784.000000; 3000; 2248042; 
785.000000; 3000; 2248512; 
786.000000; 3000; 2253676; 
787.000000; 3000; 2246537; 
788.000000; 3000; 2258127; 
789.000000; 2880; 2165926; 
790.000000; 1920; 1442271; 
791.000000; 1800; 1349249; 
792.000000; 3000; 2246251; 
793.000000; 3000; 2262090; 
794.000000; 3000; 2233912; 
795.000000; 3000; 2231558; 
796.000000; 3000; 2236358; 
797.000000; 3000; 2239227; 
798.000000; 3000; 2237169; 
799.000000; 2880; 2160476; 
800.000000; 1800; 1348407; 
801.000000; 1800; 1349528; 
802.000000; 3000; 2228247; 
803.000000; 3000; 2234387; 
804.000000; 3000; 2256787; 
805.000000; 3000; 2236289; 
806.000000; 3000; 2239676; 
807.000000; 3000; 2256311; 
808.000000; 3000; 2248894; 
809.000000; 3000; 2247204; 
810.000000; 1920; 1436533; 
811.000000; 1800; 1347641; 
812.000000; 3000; 2244044; 
813.000000; 3000; 2251127; 
814.000000; 3000; 2240971; 
815.000000; 3000; 2245121; 
816.000000; 3000; 2243365; 
817.000000; 3000; 2247229; 
818.000000; 3000; 2246240; 
819.000000; 2639; 1980322; 
820.000000; 1920; 1435584; 
821.000000; 1800; 1356660; 
822.000000; 2880; 2149175; 
823.000000; 3000; 2232150; 
824.000000; 3000; 2239598; 
825.000000; 3000; 2244223; 
826.000000; 3000; 2255280; 
827.000000; 3000; 2246089; 
828.000000; 3000; 2228653; 
829.000000; 2400; 1795181; 
830.000000; 1800; 1352502; 
831.000000; 1800; 1337025; 
832.000000; 3000; 2257678; 
833.000000; 3000; 2249046; 
834.000000; 3000; 2257403; 
835.000000; 3000; 2237587; 
836.000000; 3000; 2229754; 
837.000000; 3000; 2258709; 
838.000000; 3000; 2241166; 
839.000000; 3000; 2246085; 
840.000000; 2159; 1617960; 
841.000000; 1800; 1348259; 
842.000000; 3000; 2245992; 
843.000000; 3000; 2251816; 
844.000000; 3000; 2265866; 
845.000000; 3000; 2241542; 
846.000000; 3000; 2244323; 
847.000000; 3000; 2245710; 
848.000000; 3000; 2250873; 
849.000000; 2880; 2150152; 
850.000000; 1920; 1436174; 
851.000000; 1800; 1347894; 
852.000000; 3000; 2247093; 
853.000000; 3000; 2247140; 
854.000000; 3000; 2251367; 
855.000000; 3000; 2240548; 
856.000000; 3000; 2248662; 
857.000000; 3000; 2249746; 
858.000000; 3000; 2251733; 
859.000000; 2519; 1887395; 
860.000000; 1800; 1342853; 
861.000000; 1800; 1337830; 
862.000000; 3000; 2225770; 
863.000000; 3000; 2245519; 
864.000000; 3000; 2233192; 
865.000000; 3000; 2246575; 
866.000000; 3000; 2248295; 
867.000000; 3000; 2234062; 
868.000000; 3000; 2252292; 
869.000000; 3000; 2256894; 
870.000000; 1920; 1439920; 
871.000000; 1800; 1354293; 
872.000000; 3000; 2254652; 
