Time Scale; Number of Packets; Total data (b); 
873.000000; 3000; 2255697; 
874.000000; 3000; 2255534; 
875.000000; 3000; 2236662; 
876.000000; 3000; 2255121; 
877.000000; 3000; 2237214; 
878.000000; 3000; 2252323; 
879.000000; 3000; 2237956; 
880.000000; 2159; 1638292; 
881.000000; 1800; 1360458; 
882.000000; 3000; 2242807; 
883.000000; 3000; 2253361; 
884.000000; 3000; 2245377; 
885.000000; 3000; 2240469; 
886.000000; 3000; 2266000; 
887.000000; 3000; 2244610; 
888.000000; 3000; 2258829; 
889.000000; 3000; 2254199; 
890.000000; 1800; 1350608; 
891.000000; 1800; 1346833; 
892.000000; 3000; 2253552; 
893.000000; 3000; 2254126; 
894.000000; 3000; 2255598; 
895.000000; 3000; 2246410; 
896.000000; 3000; 2257656; 
897.000000; 3000; 2230173; 
898.000000; 3000; 2247551; 
899.000000; 2760; 2065490; 
900.000000; 1800; 1348458; 
901.000000; 1800; 1355230; 
902.000000; 3000; 2266462; 
903.000000; 3000; 2233327; 
904.000000; 3000; 2256647; 
905.000000; 3000; 2242197; 
906.000000; 3000; 2256371; 
907.000000; 3000; 2251638; 
908.000000; 3000; 2247378; 
909.000000; 3000; 2265754; 
910.000000; 2159; 1620383; 
911.000000; 1800; 1350009; 
912.000000; 3000; 2264434; 
913.000000; 3000; 2250385; 
914.000000; 3000; 2248308; 
915.000000; 3000; 2232437; 
916.000000; 3000; 2253011; 
917.000000; 3000; 2231850; 
918.000000; 3000; 2244279; 
919.000000; 2519; 1894794; 
920.000000; 1800; 1345864; 
921.000000; 1800; 1355438; 
922.000000; 2760; 2081306; 
923.000000; 3000; 2239363; 
924.000000; 3000; 2238480; 
925.000000; 3000; 2251585; 
926.000000; 3000; 2241822; 
927.000000; 3000; 2240111; 
928.000000; 3000; 2253874; 
929.000000; 2519; 1875890; 
930.000000; 1800; 1350565; 
931.000000; 1800; 1362123; 
932.000000; 3000; 2242485; 
933.000000; 3000; 2254975; 
934.000000; 3000; 2251996; 
935.000000; 3000; 2255553; 
936.000000; 3000; 2241880; 
937.000000; 3000; 2238576; 
938.000000; 3000; 2242288; 
939.000000; 2639; 1965728; 
940.000000; 1920; 1436656; 
941.000000; 1800; 1348713; 
942.000000; 3000; 2254270; 
943.000000; 3000; 2241017; 
944.000000; 3000; 2246922; 
945.000000; 3000; 2244824; 
946.000000; 3000; 2254193; 
947.000000; 3000; 2266447; 
948.000000; 3000; 2232939; 
949.000000; 3000; 2264404; 
950.000000; 1800; 1349239; 
951.000000; 1800; 1343494; 
952.000000; 3000; 2259347; 
953.000000; 3000; 2255854; 
954.000000; 3000; 2238939; 
955.000000; 3000; 2247985; 
956.000000; 3000; 2246098; 
957.000000; 3000; 2253678; 
958.000000; 3000; 2249973; 
959.000000; 3000; 2253727; 
960.000000; 2159; 1616231; 
961.000000; 1800; 1349696; 
962.000000; 2880; 2153605; 
963.000000; 3000; 2241279; 
964.000000; 3000; 2251312; 
965.000000; 3000; 2244219; 
966.000000; 3000; 2262967; 
967.000000; 3000; 2242196; 
968.000000; 3000; 2259701; 
969.000000; 2519; 1894955; 
970.000000; 1800; 1348748; 
971.000000; 1800; 1353818; 
972.000000; 3000; 2248562; 
973.000000; 3000; 2243398; 
974.000000; 3000; 2243083; 
975.000000; 3000; 2235516; 
976.000000; 3000; 2234974; 
977.000000; 3000; 2241975; 
978.000000; 3000; 2243958; 
979.000000; 3000; 2245074; 
980.000000; 1800; 1338009; 
981.000000; 1800; 1350809; 
982.000000; 3000; 2250756; 
983.000000; 3000; 2269884; 
984.000000; 3000; 2244595; 
985.000000; 3000; 2244332; 
986.000000; 3000; 2259905; 
987.000000; 3000; 2255768; 
988.000000; 3000; 2236083; 
989.000000; 3000; 2265869; 
990.000000; 1920; 1434417; 
991.000000; 1800; 1342527; 
992.000000; 3000; 2247711; 
993.000000; 3000; 2240185; 
994.000000; 3000; 2238757; 
995.000000; 3000; 2259231; 
996.000000; 3000; 2248923; 
997.000000; 3000; 2251414; 
998.000000; 3000; 2240596; 
999.000000; 2880; 2167237; 
1000.000000; 1920; 1435356; 
1001.000000; 1800; 1341653; 
1002.000000; 3000; 2262177; 
1003.000000; 3000; 2260981; 
1004.000000; 3000; 2239088; 
1005.000000; 3000; 2252021; 
1006.000000; 3000; 2253132; 
1007.000000; 3000; 2258707; 
1008.000000; 3000; 2261367; 
1009.000000; 3000; 2257099; 
1010.000000; 2040; 1535097; 
1011.000000; 1800; 1338947; 
1012.000000; 3000; 2251907; 
1013.000000; 3000; 2263432; 
1014.000000; 3000; 2255466; 
1015.000000; 3000; 2250369; 
1016.000000; 3000; 2249444; 
1017.000000; 3000; 2242538; 
1018.000000; 3000; 2265931; 
1019.000000; 2400; 1795816; 
1020.000000; 2040; 1527999; 
1021.000000; 1800; 1347341; 
1022.000000; 3000; 2255484; 
1023.000000; 3000; 2242439; 
1024.000000; 3000; 2262998; 
1025.000000; 3000; 2241841; 
1026.000000; 3000; 2257593; 
1027.000000; 3000; 2249354; 
1028.000000; 3000; 2240227; 
1029.000000; 3000; 2248799; 
1030.000000; 2159; 1620235; 
1031.000000; 1800; 1338068; 
1032.000000; 3000; 2243714; 
1033.000000; 3000; 2246702; 
1034.000000; 3000; 2249276; 
1035.000000; 3000; 2260721; 
1036.000000; 3000; 2244695; 
1037.000000; 3000; 2246832; 
1038.000000; 3000; 2247014; 
1039.000000; 2880; 2148116; 
1040.000000; 1800; 1334215; 
1041.000000; 1800; 1354202; 
1042.000000; 3000; 2241392; 
1043.000000; 3000; 2251639; 
1044.000000; 3000; 2249740; 
1045.000000; 3000; 2235201; 
1046.000000; 3000; 2254592; 
1047.000000; 3000; 2249241; 
1048.000000; 3000; 2244200; 
1049.000000; 3000; 2253645; 
1050.000000; 1800; 1353815; 
1051.000000; 1800; 1338885; 
1052.000000; 3000; 2251832; 
1053.000000; 3000; 2253192; 
1054.000000; 3000; 2252711; 
1055.000000; 3000; 2256185; 
1056.000000; 3000; 2234293; 
1057.000000; 3000; 2249431; 
1058.000000; 3000; 2254552; 
1059.000000; 2760; 2056443; 
1060.000000; 1920; 1428519; 
1061.000000; 1800; 1345334; 
1062.000000; 3000; 2255719; 
1063.000000; 3000; 2249718; 
1064.000000; 3000; 2261884; 
1065.000000; 3000; 2259931; 
1066.000000; 3000; 2248194; 
1067.000000; 3000; 2247160; 
1068.000000; 3000; 2250838; 
1069.000000; 2519; 1877718; 
1070.000000; 2040; 1536027; 
1071.000000; 1800; 1353014; 
1072.000000; 3000; 2251383; 
1073.000000; 3000; 2250492; 
1074.000000; 3000; 2236156; 
1075.000000; 3000; 2247764; 
1076.000000; 3000; 2239218; 
1077.000000; 3000; 2254174; 
1078.000000; 3000; 2252698; 
1079.000000; 2639; 1982936; 
1080.000000; 1800; 1355074; 
1081.000000; 1800; 1346040; 
1082.000000; 3000; 2246869; 
1083.000000; 3000; 2249441; 
1084.000000; 3000; 2261387; 
1085.000000; 3000; 2250742; 
1086.000000; 3000; 2245019; 
1087.000000; 3000; 2250499; 
1088.000000; 3000; 2243856; 
1089.000000; 2760; 2058762; 
1090.000000; 2159; 1615698; 
1091.000000; 1800; 1345566; 
1092.000000; 3000; 2247959; 
1093.000000; 3000; 2265452; 
1094.000000; 3000; 2248318; 
1095.000000; 3000; 2253878; 
1096.000000; 3000; 2246444; 
1097.000000; 3000; 2255745; 
1098.000000; 3000; 2242593; 
1099.000000; 3000; 2248139; 
1100.000000; 2040; 1521467; 
1101.000000; 1800; 1352238; 
1102.000000; 3000; 2249209; 
1103.000000; 3000; 2249212; 
1104.000000; 3000; 2259361; 
1105.000000; 3000; 2234410; 
1106.000000; 3000; 2242828; 
1107.000000; 3000; 2237481; 
1108.000000; 3000; 2241874; 
1109.000000; 2760; 2070633; 
1110.000000; 1920; 1440385; 
1111.000000; 1800; 1346179; 
1112.000000; 3000; 2248374; 
1113.000000; 3000; 2243207; 
1114.000000; 3000; 2246084; 
1115.000000; 3000; 2242254; 
1116.000000; 3000; 2249829; 
1117.000000; 3000; 2254486; 
1118.000000; 3000; 2248036; 
1119.000000; 2880; 2161055; 
1120.000000; 1920; 1433651; 
1121.000000; 1800; 1337143; 
1122.000000; 3000; 2245892; 
1123.000000; 3000; 2241258; 
1124.000000; 3000; 2242561; 
1125.000000; 3000; 2258034; 
1126.000000; 3000; 2247618; 
1127.000000; 3000; 2241377; 
1128.000000; 3000; 2250132; 
1129.000000; 3000; 2248696; 
1130.000000; 2400; 1799667; 
1131.000000; 1800; 1351606; 
1132.000000; 3000; 2243788; 
1133.000000; 3000; 2238739; 
1134.000000; 3000; 2246403; 
1135.000000; 3000; 2247829; 
1136.000000; 3000; 2232184; 
1137.000000; 3000; 2246221; 
1138.000000; 3000; 2255947; 
1139.000000; 2880; 2155645; 
1140.000000; 2280; 1710587; 
1141.000000; 1800; 1348172; 
1142.000000; 3000; 2230622; 
1143.000000; 3000; 2244111; 
1144.000000; 3000; 2237812; 
1145.000000; 3000; 2239685; 
1146.000000; 3000; 2237302; 
1147.000000; 3000; 2245959; 
1148.000000; 3000; 2252425; 
1149.000000; 2880; 2142516; 
1150.000000; 1800; 1337358; 
1151.000000; 1800; 1342765; 
1152.000000; 3000; 2237631; 
1153.000000; 3000; 2253126; 
1154.000000; 3000; 2253608; 
1155.000000; 3000; 2250058; 
1156.000000; 3000; 2232429; 
1157.000000; 3000; 2229860; 
1158.000000; 3000; 2240981; 
1159.000000; 3000; 2245601; 
1160.000000; 2040; 1529172; 
1161.000000; 1800; 1356181; 
1162.000000; 3000; 2258612; 
1163.000000; 3000; 2244628; 
1164.000000; 3000; 2249317; 
1165.000000; 3000; 2238468; 
1166.000000; 3000; 2244366; 
1167.000000; 3000; 2253009; 
1168.000000; 3000; 2245257; 
1169.000000; 2639; 1980943; 
1170.000000; 1800; 1357595; 
1171.000000; 1800; 1343504; 
1172.000000; 3000; 2245147; 
1173.000000; 3000; 2253417; 
1174.000000; 3000; 2246194; 
1175.000000; 3000; 2241166; 
1176.000000; 3000; 2247007; 
1177.000000; 3000; 2236088; 
1178.000000; 3000; 2241822; 
1179.000000; 3000; 2249116; 
1180.000000; 2040; 1533212; 
1181.000000; 1800; 1347100; 
1182.000000; 2880; 2175175; 
1183.000000; 3000; 2252141; 
1184.000000; 3000; 2247751; 
1185.000000; 3000; 2250652; 
1186.000000; 3000; 2264624; 
1187.000000; 3000; 2248826; 
1188.000000; 3000; 2240952; 
1189.000000; 2519; 1890848; 
1190.000000; 1920; 1434952; 
1191.000000; 1800; 1336129; 
1192.000000; 3000; 2249943; 
1193.000000; 3000; 2248184; 
1194.000000; 3000; 2255791; 
1195.000000; 3000; 2262526; 
1196.000000; 3000; 2251596; 
1197.000000; 3000; 2265315; 
1198.000000; 3000; 2245974; 
1199.000000; 2760; 2084119; 
1200.000000; 1920; 1437118; 
1201.000000; 1800; 1346945; 
1202.000000; 3000; 2249863; 
1203.000000; 3000; 2248616; 
1204.000000; 3000; 2248432; 
1205.000000; 3000; 2239247; 
1206.000000; 3000; 2247852; 
1207.000000; 3000; 2273872; 
1208.000000; 3000; 2242097; 
1209.000000; 3000; 2249997; 
1210.000000; 2040; 1535743; 
1211.000000; 1800; 1351605; 
1212.000000; 3000; 2243365; 
1213.000000; 3000; 2242613; 
1214.000000; 3000; 2257448; 
1215.000000; 3000; 2250637; 
1216.000000; 3000; 2248717; 
1217.000000; 3000; 2249829; 
1218.000000; 3000; 2244122; 
1219.000000; 3000; 2256827; 
1220.000000; 2159; 1619689; 
1221.000000; 1800; 1353964; 
1222.000000; 3000; 2253575; 
1223.000000; 3000; 2229747; 
1224.000000; 3000; 2248721; 
1225.000000; 3000; 2242689; 
1226.000000; 3000; 2251575; 
1227.000000; 3000; 2254010; 
1228.000000; 3000; 2252950; 
1229.000000; 2880; 2161302; 
1230.000000; 1800; 1350549; 
1231.000000; 1800; 1353667; 
1232.000000; 2880; 2157817; 
1233.000000; 3000; 2251154; 
1234.000000; 3000; 2250552; 
1235.000000; 3000; 2247931; 
1236.000000; 3000; 2236247; 
1237.000000; 3000; 2256607; 
1238.000000; 3000; 2255225; 
1239.000000; 2760; 2081201; 
1240.000000; 1800; 1346399; 
1241.000000; 1800; 1358736; 
1242.000000; 3000; 2241818; 
1243.000000; 3000; 2259393; 
1244.000000; 3000; 2238570; 
1245.000000; 3000; 2235215; 
1246.000000; 3000; 2256645; 
1247.000000; 3000; 2247930; 
1248.000000; 3000; 2251419; 
1249.000000; 2760; 2056639; 
1250.000000; 1800; 1364861; 
1251.000000; 1800; 1336579; 
1252.000000; 2760; 2078545; 
1253.000000; 3000; 2246545; 
1254.000000; 3000; 2257400; 
1255.000000; 3000; 2260186; 
1256.000000; 3000; 2238943; 
1257.000000; 3000; 2248253; 
1258.000000; 3000; 2239759; 
1259.000000; 2400; 1810446; 
1260.000000; 1920; 1435472; 
1261.000000; 1800; 1342367; 
1262.000000; 3000; 2246823; 
1263.000000; 3000; 2255567; 
1264.000000; 3000; 2260259; 
1265.000000; 3000; 2248987; 
1266.000000; 3000; 2254185; 
1267.000000; 3000; 2236107; 
1268.000000; 3000; 2251669; 
1269.000000; 2880; 2157147; 
1270.000000; 2040; 1537954; 
1271.000000; 1800; 1341502; 
1272.000000; 3000; 2252781; 
1273.000000; 3000; 2253497; 
1274.000000; 3000; 2258886; 
1275.000000; 3000; 2244815; 
1276.000000; 3000; 2254012; 
1277.000000; 3000; 2237116; 
1278.000000; 3000; 2247834; 
1279.000000; 2880; 2143544; 
1280.000000; 2040; 1525172; 
1281.000000; 1800; 1338136; 
1282.000000; 3000; 2239762; 
1283.000000; 3000; 2237706; 
1284.000000; 3000; 2257662; 
1285.000000; 3000; 2252259; 
1286.000000; 3000; 2245817; 
1287.000000; 3000; 2252092; 
1288.000000; 3000; 2247949; 
1289.000000; 2760; 2065823; 
1290.000000; 2040; 1519368; 
1291.000000; 1800; 1346537; 
1292.000000; 3000; 2234302; 
1293.000000; 3000; 2253360; 
1294.000000; 3000; 2252586; 
1295.000000; 3000; 2251571; 
1296.000000; 3000; 2233681; 
1297.000000; 3000; 2248710; 
1298.000000; 3000; 2245660; 
1299.000000; 3000; 2251198; 
1300.000000; 2040; 1529482; 
1301.000000; 1800; 1347372; 
1302.000000; 3000; 2241785; 
1303.000000; 3000; 2251666; 
1304.000000; 3000; 2254871; 
1305.000000; 3000; 2246557; 
1306.000000; 3000; 2251738; 
1307.000000; 3000; 2256182; 
1308.000000; 3000; 2240981; 
1309.000000; 3000; 2244479; 
1310.000000; 2159; 1627820; 
1311.000000; 1800; 1346512; 
1312.000000; 3000; 2244489; 
1313.000000; 3000; 2253582; 
1314.000000; 3000; 2251835; 
1315.000000; 3000; 2264447; 
1316.000000; 3000; 2264833; 
1317.000000; 3000; 2255704; 
1318.000000; 3000; 2242212; 
1319.000000; 2519; 1907235; 
1320.000000; 2040; 1524558; 
1321.000000; 1800; 1355186; 
1322.000000; 2760; 2070813; 
1323.000000; 3000; 2263852; 
1324.000000; 3000; 2240872; 
1325.000000; 3000; 2250356; 
1326.000000; 3000; 2252210; 
1327.000000; 3000; 2248004; 
1328.000000; 3000; 2250771; 
1329.000000; 2519; 1891089; 
1330.000000; 1920; 1438798; 
1331.000000; 1800; 1344927; 
1332.000000; 3000; 2253642; 
1333.000000; 3000; 2247781; 
1334.000000; 3000; 2255444; 
1335.000000; 3000; 2255975; 
1336.000000; 3000; 2245127; 
1337.000000; 3000; 2244538; 
1338.000000; 3000; 2244345; 
1339.000000; 3000; 2241074; 
1340.000000; 2040; 1521489; 
1341.000000; 1800; 1343449; 
1342.000000; 3000; 2246054; 
1343.000000; 3000; 2238039; 
1344.000000; 3000; 2244903; 
1345.000000; 3000; 2226881; 
1346.000000; 3000; 2236932; 
1347.000000; 3000; 2243000; 
1348.000000; 3000; 2254450; 
1349.000000; 2639; 1975026; 
1350.000000; 1920; 1435360; 
1351.000000; 1800; 1335537; 
1352.000000; 3000; 2242084; 
1353.000000; 3000; 2231826; 
1354.000000; 3000; 2241038; 
1355.000000; 3000; 2248209; 
1356.000000; 3000; 2243992; 
1357.000000; 3000; 2235531; 
1358.000000; 3000; 2249727; 
1359.000000; 3000; 2251976; 
1360.000000; 2159; 1631517; 
1361.000000; 1800; 1357177; 
1362.000000; 3000; 2239674; 
1363.000000; 3000; 2248356; 
1364.000000; 3000; 2253450; 
1365.000000; 3000; 2235745; 
1366.000000; 3000; 2268629; 
1367.000000; 3000; 2249834; 
1368.000000; 3000; 2242775; 
1369.000000; 3000; 2238865; 
1370.000000; 1920; 1446565; 
1371.000000; 1800; 1347256; 
1372.000000; 3000; 2244381; 
1373.000000; 3000; 2253422; 
1374.000000; 3000; 2245702; 
1375.000000; 3000; 2241177; 
1376.000000; 3000; 2250881; 
1377.000000; 3000; 2245099; 
1378.000000; 3000; 2254906; 
1379.000000; 3000; 2241280; 
1380.000000; 2040; 1529865; 
1381.000000; 1800; 1359972; 
1382.000000; 3000; 2257994; 
1383.000000; 3000; 2260502; 
1384.000000; 3000; 2248122; 
1385.000000; 3000; 2239517; 
1386.000000; 3000; 2244883; 
1387.000000; 3000; 2262506; 
1388.000000; 3000; 2266425; 
1389.000000; 2880; 2159337; 
1390.000000; 2040; 1532838; 
1391.000000; 1800; 1342921; 
1392.000000; 3000; 2244322; 
1393.000000; 3000; 2243921; 
1394.000000; 3000; 2248557; 
1395.000000; 3000; 2252181; 
1396.000000; 3000; 2248316; 
1397.000000; 3000; 2251084; 
1398.000000; 3000; 2246755; 
1399.000000; 3000; 2246375; 
1400.000000; 2280; 1713026; 
1401.000000; 1800; 1344774; 
1402.000000; 3000; 2248646; 
1403.000000; 3000; 2243404; 
1404.000000; 3000; 2252102; 
1405.000000; 3000; 2243326; 
1406.000000; 3000; 2253231; 
1407.000000; 3000; 2260664; 
1408.000000; 3000; 2247478; 
1409.000000; 3000; 2254117; 
1410.000000; 1800; 1359576; 
1411.000000; 1800; 1347226; 
1412.000000; 3000; 2230816; 
1413.000000; 3000; 2247305; 
1414.000000; 3000; 2256349; 
1415.000000; 3000; 2247419; 
1416.000000; 3000; 2240311; 
1417.000000; 3000; 2249236; 
1418.000000; 3000; 2243494; 
1419.000000; 3000; 2254914; 
1420.000000; 2159; 1612195; 
1421.000000; 1800; 1359419; 
1422.000000; 3000; 2243309; 
1423.000000; 3000; 2263127; 
1424.000000; 3000; 2234671; 
1425.000000; 3000; 2238960; 
1426.000000; 3000; 2249228; 
1427.000000; 3000; 2241414; 
1428.000000; 3000; 2248847; 
1429.000000; 3000; 2244235; 
1430.000000; 1920; 1443258; 
1431.000000; 1800; 1338412; 
1432.000000; 3000; 2249524; 
1433.000000; 3000; 2251497; 
1434.000000; 3000; 2245700; 
1435.000000; 3000; 2248794; 
1436.000000; 3000; 2237277; 
1437.000000; 3000; 2245453; 
1438.000000; 3000; 2256423; 
1439.000000; 3000; 2255596; 
1440.000000; 2040; 1536573; 
1441.000000; 1800; 1357464; 
1442.000000; 3000; 2236139; 
1443.000000; 3000; 2249220; 
1444.000000; 3000; 2261650; 
1445.000000; 3000; 2242743; 
1446.000000; 3000; 2251002; 
1447.000000; 3000; 2261481; 
1448.000000; 3000; 2244755; 
1449.000000; 2639; 1992916; 
1450.000000; 1920; 1436925; 
1451.000000; 1800; 1352411; 
1452.000000; 3000; 2254754; 
1453.000000; 3000; 2245239; 
1454.000000; 3000; 2261155; 
1455.000000; 3000; 2241516; 
1456.000000; 3000; 2231334; 
1457.000000; 3000; 2252508; 
1458.000000; 3000; 2235018; 
1459.000000; 3000; 2242352; 
1460.000000; 1800; 1349772; 
1461.000000; 1800; 1344588; 
1462.000000; 3000; 2267099; 
1463.000000; 3000; 2241629; 
1464.000000; 3000; 2243542; 
1465.000000; 3000; 2263401; 
1466.000000; 3000; 2255615; 
1467.000000; 3000; 2271301; 
1468.000000; 3000; 2245411; 
1469.000000; 3000; 2253324; 
1470.000000; 2040; 1535579; 
1471.000000; 1800; 1352822; 
1472.000000; 3000; 2251820; 
1473.000000; 3000; 2242771; 
1474.000000; 3000; 2251182; 
1475.000000; 3000; 2256087; 
1476.000000; 3000; 2254274; 
1477.000000; 3000; 2246905; 
1478.000000; 3000; 2250754; 
1479.000000; 2519; 1884138; 
1480.000000; 1800; 1332039; 
1481.000000; 1800; 1352114; 
1482.000000; 3000; 2242042; 
1483.000000; 3000; 2260826; 
1484.000000; 3000; 2246489; 
1485.000000; 3000; 2243949; 
1486.000000; 3000; 2246790; 
1487.000000; 3000; 2248505; 
1488.000000; 3000; 2240196; 
1489.000000; 2760; 2069343; 
1490.000000; 2159; 1616162; 
1491.000000; 1800; 1354989; 
1492.000000; 3000; 2248730; 
1493.000000; 3000; 2217317; 
1494.000000; 3000; 2257859; 
1495.000000; 3000; 2245853; 
1496.000000; 3000; 2259305; 
1497.000000; 3000; 2249206; 
1498.000000; 3000; 2253297; 
1499.000000; 3000; 2241663; 
1500.000000; 2159; 1613992; 
1501.000000; 1800; 1345843; 
1502.000000; 2760; 2071224; 
1503.000000; 3000; 2251253; 
1504.000000; 3000; 2231194; 
1505.000000; 3000; 2252588; 
1506.000000; 3000; 2244893; 
1507.000000; 3000; 2250970; 
1508.000000; 3000; 2241991; 
1509.000000; 2519; 1887644; 
1510.000000; 2040; 1524877; 
1511.000000; 1800; 1349770; 
1512.000000; 3000; 2244549; 
1513.000000; 3000; 2251426; 
1514.000000; 3000; 2241427; 
1515.000000; 3000; 2257177; 
1516.000000; 3000; 2246607; 
1517.000000; 3000; 2233827; 
1518.000000; 3000; 2250283; 
1519.000000; 3000; 2257083; 
1520.000000; 2040; 1531667; 
1521.000000; 1800; 1346793; 
1522.000000; 3000; 2244057; 
1523.000000; 3000; 2256346; 
1524.000000; 3000; 2252642; 
1525.000000; 3000; 2246620; 
1526.000000; 3000; 2230319; 
1527.000000; 3000; 2250954; 
1528.000000; 3000; 2244534; 
1529.000000; 3000; 2236992; 
1530.000000; 2040; 1538618; 
1531.000000; 1800; 1351417; 
1532.000000; 3000; 2254635; 
1533.000000; 3000; 2245031; 
1534.000000; 3000; 2263607; 
1535.000000; 3000; 2248499; 
1536.000000; 3000; 2248599; 
1537.000000; 3000; 2246204; 
1538.000000; 3000; 2253964; 
1539.000000; 2880; 2161076; 
1540.000000; 1800; 1339627; 
1541.000000; 1800; 1358581; 
1542.000000; 3000; 2247331; 
1543.000000; 3000; 2249124; 
1544.000000; 3000; 2246252; 
1545.000000; 3000; 2254497; 
1546.000000; 3000; 2257807; 
1547.000000; 3000; 2259634; 
1548.000000; 3000; 2252349; 
1549.000000; 3000; 2250554; 
1550.000000; 2040; 1535972; 
1551.000000; 1800; 1339878; 
1552.000000; 2880; 2146107; 
1553.000000; 3000; 2245225; 
1554.000000; 3000; 2249157; 
1555.000000; 3000; 2241495; 
1556.000000; 3000; 2249620; 
1557.000000; 3000; 2241552; 
1558.000000; 3000; 2248220; 
1559.000000; 2760; 2068579; 
1560.000000; 1800; 1350672; 
1561.000000; 1800; 1334878; 
1562.000000; 3000; 2242293; 
1563.000000; 3000; 2243514; 
1564.000000; 3000; 2242250; 
1565.000000; 3000; 2257412; 
1566.000000; 3000; 2250806; 
1567.000000; 3000; 2244507; 
1568.000000; 3000; 2252577; 
1569.000000; 3000; 2253374; 
1570.000000; 2159; 1615948; 
1571.000000; 1800; 1344258; 
1572.000000; 3000; 2243615; 
1573.000000; 3000; 2244972; 
1574.000000; 3000; 2238584; 
1575.000000; 3000; 2243827; 
1576.000000; 3000; 2243058; 
1577.000000; 3000; 2254973; 
1578.000000; 3000; 2250068; 
1579.000000; 3000; 2247991; 
1580.000000; 2280; 1713106; 
1581.000000; 1800; 1349259; 
1582.000000; 2760; 2065692; 
1583.000000; 3000; 2240584; 
1584.000000; 3000; 2255749; 
1585.000000; 3000; 2251352; 
1586.000000; 3000; 2252703; 
1587.000000; 3000; 2246726; 
1588.000000; 3000; 2240239; 
1589.000000; 2280; 1712394; 
1590.000000; 1800; 1356410; 
1591.000000; 1800; 1344070; 
1592.000000; 3000; 2251449; 
1593.000000; 3000; 2250944; 
1594.000000; 3000; 2238524; 
1595.000000; 3000; 2250913; 
1596.000000; 3000; 2253531; 
1597.000000; 3000; 2245349; 
1598.000000; 3000; 2247033; 
1599.000000; 3000; 2240567; 
1600.000000; 2159; 1627655; 
1601.000000; 1800; 1342742; 
1602.000000; 3000; 2229004; 
1603.000000; 3000; 2259731; 
1604.000000; 3000; 2239317; 
1605.000000; 3000; 2246831; 
1606.000000; 3000; 2255383; 
1607.000000; 3000; 2251108; 
1608.000000; 3000; 2245195; 
1609.000000; 2880; 2160881; 
1610.000000; 2040; 1529162; 
1611.000000; 1800; 1346827; 
1612.000000; 2880; 2149512; 
1613.000000; 3000; 2245328; 
1614.000000; 3000; 2240344; 
1615.000000; 3000; 2237539; 
1616.000000; 3000; 2235140; 
1617.000000; 3000; 2241778; 
1618.000000; 3000; 2243081; 
1619.000000; 2639; 1984512; 
1620.000000; 2159; 1619744; 
1621.000000; 1800; 1351963; 
1622.000000; 3000; 2250434; 
1623.000000; 3000; 2244500; 
1624.000000; 3000; 2256176; 
1625.000000; 3000; 2248942; 
1626.000000; 3000; 2250828; 
1627.000000; 3000; 2247839; 
1628.000000; 3000; 2234065; 
1629.000000; 2760; 2074944; 
1630.000000; 1920; 1446521; 
1631.000000; 1800; 1352668; 
1632.000000; 3000; 2246557; 
1633.000000; 3000; 2246346; 
1634.000000; 3000; 2246341; 
1635.000000; 3000; 2243990; 
1636.000000; 3000; 2248246; 
1637.000000; 3000; 2246056; 
1638.000000; 3000; 2267105; 
1639.000000; 3000; 2247404; 
1640.000000; 1800; 1347031; 
1641.000000; 1800; 1347012; 
1642.000000; 3000; 2252005; 
1643.000000; 3000; 2259171; 
1644.000000; 3000; 2249646; 
1645.000000; 3000; 2245212; 
1646.000000; 3000; 2234066; 
1647.000000; 3000; 2240357; 
1648.000000; 3000; 2255930; 
1649.000000; 3000; 2250090; 
1650.000000; 1800; 1350179; 
1651.000000; 1800; 1350016; 
1652.000000; 2639; 1983503; 
1653.000000; 3000; 2262183; 
1654.000000; 3000; 2246856; 
1655.000000; 3000; 2239890; 
1656.000000; 3000; 2253473; 
1657.000000; 3000; 2233881; 
1658.000000; 3000; 2250038; 
1659.000000; 2280; 1705373; 
1660.000000; 1800; 1343044; 
1661.000000; 1800; 1352910; 
1662.000000; 2519; 1893503; 
1663.000000; 3000; 2249073; 
1664.000000; 3000; 2233432; 
1665.000000; 3000; 2245226; 
1666.000000; 3000; 2244955; 
1667.000000; 3000; 2246384; 
1668.000000; 3000; 2237833; 
1669.000000; 2400; 1799937; 
1670.000000; 1800; 1343145; 
1671.000000; 1800; 1343350; 
1672.000000; 3000; 2254990; 
1673.000000; 3000; 2238252; 
1674.000000; 3000; 2248209; 
1675.000000; 3000; 2256828; 
1676.000000; 3000; 2248817; 
1677.000000; 3000; 2249771; 
1678.000000; 3000; 2252128; 
1679.000000; 3000; 2264455; 
1680.000000; 2040; 1522095; 
1681.000000; 1800; 1346185; 
1682.000000; 3000; 2242346; 
1683.000000; 3000; 2254019; 
1684.000000; 3000; 2255447; 
1685.000000; 3000; 2264909; 
1686.000000; 3000; 2256516; 
1687.000000; 3000; 2255108; 
1688.000000; 3000; 2246391; 
1689.000000; 3000; 2246356; 
1690.000000; 2040; 1528386; 
1691.000000; 1800; 1336761; 
1692.000000; 3000; 2258145; 
1693.000000; 3000; 2244248; 
1694.000000; 3000; 2241741; 
1695.000000; 3000; 2247319; 
1696.000000; 3000; 2250988; 
1697.000000; 3000; 2263022; 
1698.000000; 3000; 2253412; 
1699.000000; 2519; 1887713; 
1700.000000; 2040; 1526141; 
1701.000000; 1800; 1340816; 
