Time Scale; Number of Packets; Total data; 
479; 95789; 4790065.000000; 
480; 96073; 4804100.000000; 
481; 95795; 4790365.000000; 
482; 95927; 4797115.000000; 
483; 96043; 4802565.000000; 
484; 96108; 4805965.000000; 
485; 96060; 4803850.000000; 
486; 95799; 4790515.000000; 
487; 96051; 4803315.000000; 
488; 95796; 4790815.000000; 
489; 96060; 4803600.000000; 
490; 95797; 4789965.000000; 
491; 96063; 4803965.000000; 
492; 95806; 4790615.000000; 
493; 96038; 4802750.000000; 
494; 95794; 4790815.000000; 
495; 96076; 4804465.000000; 
496; 95794; 4790115.000000; 
497; 95961; 4798665.000000; 
498; 95897; 4795150.000000; 
499; 95782; 4789415.000000; 
500; 96072; 4804315.000000; 
501; 95787; 4790665.000000; 
502; 96061; 4803750.000000; 
503; 95789; 4789915.000000; 
504; 96062; 4803665.000000; 
505; 95799; 4790315.000000; 
506; 96048; 4803450.000000; 
507; 95782; 4789665.000000; 
508; 96133; 4807215.000000; 
509; 95795; 4790415.000000; 
510; 96042; 4803650.000000; 
511; 95795; 4790415.000000; 
512; 95964; 4798815.000000; 
513; 95756; 4788115.000000; 
514; 96272; 4814115.000000; 
515; 96061; 4803300.000000; 
516; 95795; 4790215.000000; 
517; 96061; 4803315.000000; 
518; 95801; 4790965.000000; 
519; 96039; 4802600.000000; 
520; 95805; 4790815.000000; 
521; 96047; 4803015.000000; 
522; 95813; 4790965.000000; 
523; 96051; 4803000.000000; 
524; 95804; 4790665.000000; 
525; 96059; 4803915.000000; 
526; 95778; 4789015.000000; 
527; 95954; 4798315.000000; 
528; 95876; 4794050.000000; 
529; 95807; 4790715.000000; 
530; 96044; 4802265.000000; 
531; 95796; 4790815.000000; 
532; 96078; 4804250.000000; 
533; 95789; 4790115.000000; 
534; 96041; 4802515.000000; 
535; 95809; 4791065.000000; 
536; 96064; 4803950.000000; 
537; 95788; 4789615.000000; 
538; 96064; 4803865.000000; 
539; 95799; 4790565.000000; 
540; 96054; 4802850.000000; 
541; 95790; 4790015.000000; 
542; 96002; 4800965.000000; 
543; 95645; 4782415.000000; 
544; 95802; 4790700.000000; 
545; 96055; 4803165.000000; 
546; 95798; 4790415.000000; 
547; 96068; 4803815.000000; 
548; 95792; 4790415.000000; 
549; 96062; 4803300.000000; 
550; 95791; 4790365.000000; 
551; 96051; 4803365.000000; 
552; 95791; 4790015.000000; 
553; 96064; 4803550.000000; 
554; 95803; 4790465.000000; 
555; 96050; 4803065.000000; 
556; 95788; 4790065.000000; 
557; 95985; 4799950.000000; 
558; 95859; 4793065.000000; 
